Music_tags,number,overlap_num,overlap_word
kino,1,0,[]
demo_02,1,0,[]
hui,1,0,[]
워너원엑소,1,0,[]
vteaser,1,1,['mvteaser']
edawn,1,0,[]
yanan,1,0,[]
newpunjabisongs2017amanmehra,1,0,[]
rotiyanpunjabisong,1,0,[]
newjatnisong,1,0,[]
rotiyanlatestpunjabisong2017,1,0,[]
kpopawards,1,0,[]
highlightreel,1,0,[]
fakelovecomeback,1,1,['fakelovecomebackstage']
180524bestofme,1,0,[]
fakelovecomebackstage,1,0,[]
방탄소년단컴백쇼,1,0,[]
k-popawards,1,0,[]
albumsongs,1,0,[]
btsexclusive,1,0,[]
zeemusichitsongs,1,0,[]
superhitsongs,1,0,[]
newalbums,1,0,[]
gururandhawabanjarani,1,0,[]
nachlenagururandhawa,1,0,[]
デイシックス,1,0,[]
day6,1,0,[]
diljungleesongs,1,0,[]
nachlena,1,1,['nachlenagururandhawa']
gururandhawasong,1,2,"['gururandhawasongs', 'lahoregururandhawasong']"
fakelovebtslyrics,1,0,[]
btscomebackstage,1,0,[]
btscomebackshow,1,0,[]
latestbollywoodmovies,1,0,[]
jaanjatni,1,0,[]
latestjaatsong,1,0,[]
sajnavenewsong,1,0,[]
director'scutthanks,1,0,[]
캐럿,1,0,[]
breakupsongs,1,0,[]
upcomingmovies2017,1,0,[]
sajnavesingle,1,0,[]
sajnavesong,1,0,[]
180524bts,1,0,[]
partysongs,1,1,['punjabipartysongsdeepsidhu']
sajnave,1,3,"['sajnavenewsong', 'sajnavesingle', 'sajnavesong']"
sajnawe,1,0,[]
zeemusiccompany,1,0,[]
newmoviesongs,1,0,[]
payaldev,1,1,['payaldevsongs']
payaldevsongs,1,0,[]
dancesongs,1,0,[]
taapseepannu,1,0,[]
gururandhawaallsongs,1,0,[]
hithindivideos,1,0,[]
jenniferlopez,1,0,[]
amanmehranewpunjabisongs2017,1,0,[]
latestpunjabisong2017rotiyan,1,0,[]
girlsgeneration,1,0,[]
reacting,1,0,[]
famouspeople,1,0,[]
speech,1,0,[]
award,1,18,"['americanmusicawards', 'melonmusicawards2017', 'melonmusicawards', 'goldendiskawards', ""[제27회서울가요대상]bts(방탄소년단)-intro+'dna'+'micdrop'live(2018seoulmusicawards)"", '27thseoulmusicawards', '2018seoulmusicawards', 'kpopawards', 'k-popawards', 'awards', 'jungkookfanboymelonmusicawards', 'btsjungkookwassoshywheniubowedtohim@melonmusicawards2017', 'btsmelonmusicawards2017', 'iumelonmusicawards2017', '#소녀시대#snsd#shinee#jonghyun#key#exo#태연#kimtaeyeon#taeyeon#32ndgoldendiskaward#gda2018', 'btsmelonmusicaward', '2017melonmusicawards', 'nahaeunawards']"
billboard2018,1,0,[]
dj,1,4,"['mcdjrecording', 'uca5q3okd9awdidjr3iwfb-q', 'latestharyanvidjsong', 'punjabidjsongs']"
rotiyannewpunjabisongs2017,1,0,[]
clapping,1,0,[]
awards,1,15,"['americanmusicawards', 'melonmusicawards2017', 'melonmusicawards', 'goldendiskawards', ""[제27회서울가요대상]bts(방탄소년단)-intro+'dna'+'micdrop'live(2018seoulmusicawards)"", '27thseoulmusicawards', '2018seoulmusicawards', 'kpopawards', 'k-popawards', 'jungkookfanboymelonmusicawards', 'btsjungkookwassoshywheniubowedtohim@melonmusicawards2017', 'btsmelonmusicawards2017', 'iumelonmusicawards2017', '2017melonmusicawards', 'nahaeunawards']"
celebrities,1,0,[]
fans,1,0,[]
wins,1,0,[]
reactions,1,0,[]
rotiyan,1,11,"['rotiyanlatestpunjabisongs2017', 'rotiyanpunjabisong', 'rotiyanlatestpunjabisong2017', 'latestpunjabisong2017rotiyan', 'rotiyannewpunjabisongs2017', 'rotiyannewpunjabisong2017', 'newpunjabisongs2017rotiyan', 'newpunjabisong2017rotiyan', 'latestpunjabisongs2017rotiyan', 'rotiyanhitpunjabisongs2017', 'rotiyansong']"
rotiyannewpunjabisong2017,1,0,[]
newpunjabisongs2017rotiyan,1,0,[]
newpunjabisong2017rotiyan,1,0,[]
newromanticsongs,1,0,[]
안무커버댄스,1,0,[]
릴테이,1,0,[]
liltay,1,0,[]
계약,1,0,[]
northkorea,1,1,['northkoreancheeringsquad']
sajanave,1,0,[]
한국어자막,1,0,[]
subs,1,0,[]
m2b,1,0,[]
korsub,1,0,[]
amanmehra,1,2,"['newpunjabisongs2017amanmehra', 'amanmehranewpunjabisongs2017']"
영어,1,0,[]
loona,1,0,[]
water,1,0,[]
on,1,510,"['[none]', 'song', 'rapmonster', 'wannaone', 'ikon', 'reaction', 'concert', 'hongbin', 'haon', 'btsreaction', 'jonghyun', 'passion', 'songs', 'raonlee', 'songyoutuber', 'coversong', 'raon', 'onew', 'parkjihoon', 'ikontv', 'brunomarssongs', 'brunomarschristmassong', 'vernon', 'jeonghan', 'wonwoo', 'brunomarstopsongs', ""wedon'ttalkanymore"", 'charlieputhsongs', 'timeforthemoonnight', 'jeongsewoon', 'yongjunhyung', 'arohamelon', 'melonmusic', 'bestkoreasongsplaylist2018', 'bangtansonyeondan', 'beyondthescene', 'punjabisongs', 'yeonjung', 'ziont', 'beyonce', 'bananaallergymonkey', 'kimdongryul', 'minyoongi', 'bona', 'wanna-one', 'taeyeon', 'newhindisongs', 'latestpunjabisongs2017', 'wannaonemv', 'newsong', 'onlythen', 'moonbyul', 'session', 'singingcompetition', 'harmony', 'jongshinyoon', '민서(jongshinyoon', 'yoongi', 'jungilhoon', 'kimnamjoon', 'jeonjungkook', 'newsongs', 'stonemusicentertainment', 'newpunjabisongs2017', 'indiansongs', 'pentatonix', 'latesthindisongs', 'penatonix', 'kirstiemaldonado', 'yoonjisung', 'popsong', 'bassagong', 'maroon', 'money', 'ongsungwoo', 'dawon', 'maroon5', 'station', 'dilchorihoneysingh', 'sonuketitukisweety', 'honeysinghnewsong', 'yoony', 'hoony', 'lemon', ""idon'tgiveaf"", 'dualipaidontgiveafuck', ""idon'tgiveafuck"", 'taeyong', 'delusion', 'btsfakelovereaction', 'lsdnewsong', 'wonjae', 'romanization', 'beyondthescenes', 'wintersongs', 'michaeljackson', 'melonmusicawards2017', 'diplonewmusic', 'loneliness', 'lonely', 'calvinharrisdualipaonekiss', 'calvinharrisonekiss', 'dinawashington', 'punjabisadsongs', 'punjabiromanticsongs', 'hindisongs', 'christmassongsplaylist', 'song(airline)', 'christmassongs', 'topchristmassongs', 'song(compositiontype)', 'latestsongs', 'mahaliajackson', 'jungsewoon', 'sewoon', 'raontokyoghoulre', 'raonト?キョ?グ?ル', 'raontokyoghoul', 'whydon’tyoumeetmeinthemiddle', 'raonasphyxia', 'raonleeasphyxia', '米津玄師lemon', 'lemoncover', 'lemonfull', '라온lemon', '요네즈켄시lemon', 'kenshiyonezulemon', 'honeybutterstudios', 'hongjinyoung', 'bongjeseon', '이라온lemon', 'btsfakelovereactionnonkpop', 'onerepublic', 'bongfillstudent', 'btsfakelovereactionmv', 'choyongpil', ""she'sgone"", 'hyungdon&daejune', 'hyungdon', 'hasungwoon', 'seongwu', 'twentyonepilots', 'sungwoon', 'attention', 'donmills', 'ikon사랑을했다lovescenario', 'calvinharrisdualipaonekisslyrics', 'calvinharrisonekisslive', 'dualipaonekisslive', 'calvinharrisdualipaonekissgrahamnorton', 'calvinharrisdualipaonekisslive', 'calvinharrisonekisslyrics', 'onekiss', 'jeongyeon', 'nayeon', 'blackonblack', 'yoondohyun', 'leehongki', 'tobeone', 'sejeong', ""girls'generation"", 'honeysinghsongs2017', 'honeysingh', 'smstation', 'obsession', 'concerts', 'bollywoodsongs', 'monstax', 'sonuketitukisweetyofficialtrailer', 'latestpunjabisongs', 'yt:cc=on', 'newpunjabisongs', 'songs2017', 'punjabisong', 'bestsongskorean', 'rap-monster', 'honeysinghsongs2018', 'sonuketitukisweetytrailer', 'honeysinglatestsongs', 'yoyohoneysingh', 'yoyohoneysinghnewsongs2017', 'dilchorisong', 'honeysinghsongs', 'shindong', ""btsdon'tleaveme"", 'btslinedistribution', 'gururandhawalatestsongs', 'eminemallsongs', 'eminemsongs', 'stagecompilation', 'compilation', 'poison', 'raonhello', 'raonハロハワユ', 'raonハロ', 'raonleehellohowareyou', 'raonhellohowareyou', 'sewoonjeong', 'shineejonghyu', 'shineejonghyunfuneral', 'jonghyundeathcondolence', 'jonghyundeath', 'jonghyunfuneral', 'shineejonghyundeathfuneral', 'bangyongguk', 'jongup', 'donghyun', 'sewoonjung', 'lovesongs', 'rocnation', 'bollywoodmoviesongs', 'zaralarsson', 'symphony', 'louisajohnson', 'romanticsongs', 'brandnewpunjabisongs', 'bestsadsongs', 'punjabilovesongs', 'sadsong', 'moneyflower', 'franklebon', 'pentagon', 'buayeubichphuong', 'musicvideobichphuong', 'bichphuongofficial', 'bichphuong', 'khongyeu', ""bts(방탄소년단)-'thetruthuntold'(feat.steveaoki)reaction"", 'newpunjabisadsong', 'bestsongoftheweek', 'aron', 'onfcomplete', 'onfmv', 'onf', 'newsongs2017aatish', 'deepikapadukone', 'lovesong2017', 'padmavatisongs', 'padmavatisong', 'padmavatimoviesong', 'ekdilekjaanvideosong', 'lovesong', 'ghoomardeepikapadukone', 'padmavatideepikapadukone', 'bestpunjabisongs2017', 'punjabisongs2017', 'punjabilatestsongs', 'romanticsongspunjabi', 'punjabisongs2017aatish', 'jannatpunjabisong2017', 'newpunjabisongs2017jannat', 'latestpunjabisongs2017aatish', 'latestpunjabisong2017jannat', 'latestsong2017aatish', 'aatishnewpunjabisong2017', 'aatishsongs', 'deepkahlon', 'mankirtnewsong', 'yeuhaykhongyeu', 'melonmusicawards', 'beyoncelive', 'carolsong', 'chaewon', 'bichphuongbuayeu', 'sontung', 'sontung2018', 'imaginedragons', 'khongyeuhayyeu', 'chayngaydisontung', ""wecan'tliveonwithouttherhythm"", 'bonamv', 'jackson', 'hindisongs2018', 'moonstar', 'got7jackson', 'got7eyesonyou', 'eyesonyou', 'translation', 'rapmon', 'wannaonedance', 'jihooncut', 'jihoon', 'mbcgayodaejeon2017', 'legitgoons', 'btsmbcgayodaejejeon2017', 'showmethemoney', 'luisfonsi', 'luisfonsigrammys', 'charlieputh-doneforme(feat.kehlani)[officialaudio]', 'charlileputhkehlanisong', 'doncornelius', 'hyunjoon', '180111taeyeon', 'lovingmoon', 'doneformeofficial', 'produce101season2', 'charlieputh-doneforme(feat.kehlani)', 'honeypopcorn', 'charlieputhdoneforme', 'doneforme(feat.kehlani)', 'charlieputhkehlanidoneforme', 'raonasunoyozorashoukaihan', 'marshmelloalone', 'wannaonego', 'raonアスノヨゾラ哨戒班', 'raonnightskypatroloftomorrow', 'wannaonesneakers', 'wannaoneeider', 'ironman', 'wannaonego2', 'kimyeonwoo', 'yeonwoo', 'friendzone', 'cypherpt.4reaction', 'pyeongchangwinterolympics2018', 'calvinharrisdualipaonekisszhuremix', 'calvinharrisonekisszhuremix', 'calvinharrisnewsong', 'jeongsewoonjustu', 'jeongsewoonmiracle', 'mrson', 'leanonme', 'newhindisong2017haareyameindilhaareya', 'panjabisongs', 'latestpanjabisongs', 'latesthindisong2017haareyameindilhaareya', 'haareyameindilhaareyalatesthindisongs2017', 'haareyameindilhaareyanewhindisongs2017', 'haareyameindilhaareyanewhindisong2017', 'latestharyanvidjsong', 'georgebenson', 'demondayz', 'damonalbarn', 'punjabidjsongs', 'newsongs2018deepsidhu', 'deepsidhulatestsongs2018', 'deepsidhupunjabisongs2018', 'punjabihitsongsdeepsidhu', 'punjabipartysongsdeepsidhu', 'deepsidhulatestpunjabisongs2018', 'latestsongs2018', 'punjabisongsnew2018thisweek', 'newpunjabisong2018', 'punjabisongs2018', 'latestpunjabisong2018', 'latestpunjabisongs2018', 'punjabisongs2018latest', 'newpunjabisongs2018', 'punjabisongslatest', 'punjabisongs2018deepsidhu', 'latestpunjabisongsdeepsidhu', 'fullalbumjonghyunpoet|artist', ""[fullalbum]jonghyun(종현)-'poet|artist'(posthumousalbum)"", 'fullalbumjonghyunpoet|artistposthumousalbum', 'jonghyunpoet|artistalbum', 'newpunjabisongsdeepsidhu', '#reaction', '#champion', 'punjabibestsongsdeepsidhu', 'deepsidhunewpunjabisongs2018', 't?sangđ?ngi?chungemch?aco1b?a?nchinhth?cnaonh?ngv?nkhongth?yđoi', ""jonghyun(종현)-우린봄이오기전에(beforeourspring)[album'poet|artist']"", 'punjabisongs2018new', 'newsongs2018', 'punjabisongsnew2018', 'punjabisongs2018latestthisweek', 'punjabisongsnew', 'rotiyanlatestpunjabisongs2017', 'namjoon', 'fakelovereaction', 'kpopmvreaction', 'wannaonecute', 'shinwon', 'wannaonecoverdance', 'hongseok', 'yeoone', 'newpunjabisongs2017amanmehra', 'rotiyanpunjabisong', 'newjatnisong', 'rotiyanlatestpunjabisong2017', 'albumsongs', 'zeemusichitsongs', 'superhitsongs', 'diljungleesongs', 'gururandhawasong', 'latestjaatsong', 'sajnavenewsong', 'breakupsongs', 'sajnavesong', 'partysongs', 'newmoviesongs', 'payaldevsongs', 'dancesongs', 'gururandhawaallsongs', 'amanmehranewpunjabisongs2017', 'latestpunjabisong2017rotiyan', 'girlsgeneration', 'rotiyannewpunjabisongs2017', 'reactions', 'rotiyannewpunjabisong2017', 'newpunjabisongs2017rotiyan', 'newpunjabisong2017rotiyan', 'newromanticsongs', 'loona', 'latestpunjabisongs2017rotiyan', 'rotiyanhitpunjabisongs2017', 'rotiyansong', 'boomerangwannaone', 'jungkookfanboymelonmusicawards', 'fullversion', 'letgofullversion', 'electronic', 'firestone', 'twicereaction', 'heartshakerreaction', 'twicebangtanbrandon', 'reactiontoheartshakermv', 'twicebrandonreact', 'twicemvreaction', 'reactiontotwice', 'twiceheartshakermvreaction', 'heartshakermvreaction', 'brandontwice', 'twiceconcert', 'twicelandzone2', 'kpopreaction', 'liveone', 'monster', 'luckyone', 'latestpunjabisong2017', 'gippynewsong', 'jooheon', 'monstaxnewsong', '방재민(a.mond)', 'monbebe', 'wonho', 'hyungwon', 'newsong2017', 'tseriessongs', 'hardysandhusongs', 'gururandhawasongs', 'lahorevideosong', 'lahoregururandhawasong', 'gururandhawalahorefullsong', 'lahoresongguru2017', 'gururandhawanewsong', 'lahoresong', 'newsongaliali', 'alialimikasinghsong', 'latesthindisong', 'mikasinghnewsong', 'newhindisong2017', 'latesthindisong2017', 'latestsongs2017', 'maishaddafullsong', 'hindisong', 'doneformekehlani', 'newbollywoodsongs', 'charlieputh-doneformekehlani', 'charlieputh-doneforme', 'doneformelyrics', 'newsongs2017', 'fullsongaliali', 'popularonyoutubeindia', 'fullhdsongs', 'mikasinghlatestsong', 'sondia-어른', 'alialilatestsong', 'bollywoodsongs2017', 'hindisongs2017', 'btsjungkookwassoshywheniubowedtohim@melonmusicawards2017', 'btsontheellenshow', 'liereaction', 'btsmelonmusicawards2017', 'iumelonmusicawards2017', 'amaalmalliksongs', 'sonuketitukisweetymoviesongs', 'sonuketitukisweetysongs', 'songs2018', 'subahsubahsonuketitukisweety', 'arijitsinghsongs', 'sonuketitukisweetyallsongs', '2018songs', 'đ?ngch?mongchin?a', 'subahsubahsong', 'amaalmalliknewsongs', 'arijitsinghnewsongs', 'dragons', 'friendzoneanthem', 'friendzonesong', '#소녀시대#snsd#shinee#jonghyun#key#exo#태연#kimtaeyeon#taeyeon#32ndgoldendiskaward#gda2018', 'celinedion', 'btsmelonmusicaward', 'doneformejazzversion', 'doneformepiano', 'charlieputh-doneforme(jazzversion)', 'doneformejazz', 'monalisa', 'monsta-x', 'kenshiyonezu', 'feliceannonuovo', 'nahaeunmelonmusic', '2017melon', 'ziont눈반복', 'felizanonuevo', 'bonneannee', ""nctubabydon'tstopmv"", 'babydontstop', ""babydon'tstop"", '2017melonmusicawards']"
walk,1,4,"['walktalk', 'walkit', 'walkittalkit', 'skywalker']"
latestpunjabisongs2017rotiyan,1,0,[]
rotiyanhitpunjabisongs2017,1,0,[]
rotiyansong,1,0,[]
boomerangwannaone,1,0,[]
jungkookfanboymelonmusicawards,1,0,[]
marshmellowolves,1,0,[]
runbtsep31,1,0,[]
세븐틴박수안무,1,0,[]
nahaeunseventeenclapdancecover,1,0,[]
seventeenclap,1,1,['nahaeunseventeenclapdancecover']
나하은세븐틴,1,1,['나하은세븐틴박수댄스커버']
세븐틴박수,1,3,"['세븐틴박수안무', '나하은세븐틴박수댄스커버', '세븐틴박수댄스커버']"
나하은세븐틴박수댄스커버,1,0,[]
세븐틴박수댄스커버,1,1,['나하은세븐틴박수댄스커버']
nahaeundancecover,1,0,[]
나하은댄스커버,1,0,[]
핸즈업,1,0,[]
bapego,1,0,[]
청주자선바자회,1,0,[]
runbts,1,1,['runbtsep31']
jiminjungkook,1,0,[]
jungkookcute,1,4,"['jungkookcutemoments', 'jungkookcute2017', 'jungkookcutebts', 'jungkookcutemomentsengsub']"
sleepyjungkook,1,0,[]
지혜,1,1,['지혜로운삶']
말씀,1,1,['명상의말씀']
jungkookfunnyandcute,1,0,[]
댄스커버,1,4,"['피카부댄스커버', '나하은세븐틴박수댄스커버', '세븐틴박수댄스커버', '나하은댄스커버']"
nahaeunseventeen,1,1,['nahaeunseventeenclapdancecover']
진리,1,0,[]
평양공연아름다운강산,1,0,[]
韓國歌謠,1,0,[]
이선희아름다운강산평양공연,1,0,[]
이선희라이브,1,0,[]
봄이온다이선희,1,1,['봄이온다이선희아름다운강산']
이선희,1,6,"['이선희아름다운강산평양공연', '이선희라이브', '봄이온다이선희', '이선희평양공연', '봄이온다이선희아름다운강산', '이선희아름다운강산']"
봄이온다,1,2,"['봄이온다이선희', '봄이온다이선희아름다운강산']"
이선희평양공연,1,0,[]
아름다운강산평양,1,1,['이선희아름다운강산평양공연']
봄이온다이선희아름다운강산,1,0,[]
아카펠라,1,0,[]
이선희아름다운강산,1,2,"['이선희아름다운강산평양공연', '봄이온다이선희아름다운강산']"
설녹수,1,0,[]
홍단이,1,0,[]
fullversion,1,1,['letgofullversion']
letgofullversion,1,0,[]
letgo,1,2,"['btsletgo', 'letgofullversion']"
자장가,1,0,[]
빛나리,1,0,[]
hereforyou,1,0,[]
techno,1,0,[]
comethroughandchill,1,0,[]
jungkookcutemoments,1,1,['jungkookcutemomentsengsub']
kidsinlove,1,0,[]
kygovevo,1,0,[]
cloud9,1,0,[]
firsttime,1,0,[]
ft.miguel,1,0,[]
풍요,1,0,[]
행복,1,0,[]
jungkookfunny,1,1,['jungkookfunnyandcute']
jungkookcute2017,1,0,[]
raging,1,0,[]
jungkooksleepy,1,0,[]
jungkookcutebts,1,0,[]
btsgogo,1,0,[]
트와이스whatislove?,1,0,[]
고민,1,0,[]
붓다,1,0,[]
btsjungkook2017,1,0,[]
j.y.park,1,0,[]
kygo&miguel,1,0,[]
featuringmiguel,1,0,[]
skywalker,1,0,[]
itain'tme,1,0,[]
tropicalhouse,1,0,[]
cloudnine,1,0,[]
single,1,3,"['eminemsingle2017', 'eminemsingle', 'sajnavesingle']"
stargazing,1,0,[]
stay,1,2,"['staytuned', 'staywithme']"
house,1,1,['tropicalhouse']
featmiguel,1,0,[]
electronic,1,0,[]
surething,1,0,[]
feat.miguel,1,0,[]
bananaclip,1,0,[]
thistown,1,0,[]
ftmiguel,1,0,[]
firestone,1,0,[]
pineappleskies,1,0,[]
kygo,1,2,"['kygovevo', 'kygo&miguel']"
strangerthings,1,0,[]
stoletheshow,1,0,[]
cityofstars,1,0,[]
lalaland,1,0,[]
기도문,1,0,[]
twicereaction,1,0,[]
수행,1,0,[]
끌어당김,1,0,[]
kiffclan,1,0,[]
하온,1,4,"['김하온', '김하온레전드', '김하온싸이퍼', '김하온바코드']"
기도,1,3,"['우리이야기도티', '우리이야기도도한친구들', '기도문']"
병재,1,1,['이병재']
가르침,1,0,[]
heartshakerreaction,1,0,[]
hacuracy,1,0,[]
마음,1,5,"['꿈꾸는마음으로', '우주소녀꿈꾸는마음으로', '몸마음', '곽진언-내마음에비친내모습', '마음공부']"
heart,1,18,"['heartshaker', 'heartshakermusicvideo', 'heartshakermv', 'twiceheartshaker', '트와이스heartshaker', 'heartshaker뮤직비디오', 'heartshakerm', 'heartshaker뮤비', 'heartshakerteaser', 'heartshaker티저', 'heartshakerdancepractice', 'heartshaker안무영상', 'heartshakerdancevideo', 'toheart', 'heartshakerreaction', 'reactiontoheartshakermv', 'twiceheartshakermvreaction', 'heartshakermvreaction']"
twicebangtanbrandon,1,0,[]
reactiontoheartshakermv,1,0,[]
twicebrandonreact,1,0,[]
twicemvreaction,1,0,[]
reactiontotwice,1,0,[]
twiceheartshakermvreaction,1,0,[]
heartshakermvreaction,1,1,['twiceheartshakermvreaction']
옌자민,1,0,[]
명언,1,0,[]
brandontwice,1,0,[]
twice공연,1,0,[]
twiceconcert,1,0,[]
twice2ndtour,1,0,[]
트와이스랜드,1,1,['트와이스랜드존2']
fantasypark,1,2,"['트와이스fantasypark', 'twicefantasypark']"
판타지파크,1,2,"['트와이스판타지파크', 'twice판타지파크']"
twicelandzone2,1,0,[]
twicetour,1,0,[]
트와이스콘서트,1,0,[]
트와이스투어,1,0,[]
발원문,1,0,[]
트와이스랜드존2,1,0,[]
트와이스공연,1,0,[]
트와이스판타지파크,1,0,[]
twiceland,1,1,['twicelandzone2']
트와이스fantasypark,1,0,[]
twice판타지파크,1,0,[]
twicefantasypark,1,0,[]
티에스,1,0,[]
kpopreaction,1,0,[]
shaker,1,17,"['heartshaker', 'heartshakermusicvideo', 'heartshakermv', 'twiceheartshaker', '트와이스heartshaker', 'heartshaker뮤직비디오', 'heartshakerm', 'heartshaker뮤비', 'heartshakerteaser', 'heartshaker티저', 'heartshakerdancepractice', 'heartshaker안무영상', 'heartshakerdancevideo', 'heartshakerreaction', 'reactiontoheartshakermv', 'twiceheartshakermvreaction', 'heartshakermvreaction']"
서원문,1,0,[]
라이브원,1,0,[]
복,1,13,"['복면가왕', '기억의빈자리반복', '나얼기억의빈자리반복', '복을발로차버렸어', '복학왕', '복면가왕동방불패손승연-겨울사랑(원곡더원)', '행복', '축복', '피로회복인터뷰', '자이언티눈반복', '자이언티반복', 'ziont눈반복', '자이언티이문세눈반복']"
여유로운삶,1,0,[]
실례해도될까요,1,0,[]
doyouhaveamoment,1,0,[]
리슨,1,0,[]
listen,1,0,[]
장재인,1,0,[]
she'smine,1,0,[]
비밀,1,1,['비밀정원']
발원,1,1,['발원문']
상담,1,0,[]
liveone,1,0,[]
조화로운,1,0,[]
좋은말,1,0,[]
치유,1,0,[]
평화,1,0,[]
좋은글,1,0,[]
서원,1,1,['서원문']
명상의말씀,1,0,[]
명상,1,1,['명상의말씀']
키프,1,1,['키프클랜']
깨달음,1,0,[]
barbie,1,0,[]
tingz,1,0,[]
슬기로운삶,1,0,[]
young,1,11,"['jinyoung', 'baejinyoung', 'dayoung', 'doyoung', 'youngjae', 'limyoungmin', 'nayoung', 'hongjinyoung', 'chaeyoung', 'got7youngjae', 'got7jinyoung']"
설법,1,0,[]
여유,1,1,['여유로운삶']
지혜로운삶,1,0,[]
부처님,1,0,[]
교훈,1,0,[]
감동,1,0,[]
스님,1,0,[]
축복,1,0,[]
즉문즉설,1,0,[]
힐링,1,0,[]
휴식,1,0,[]
편안한,1,0,[]
마음공부,1,0,[]
asmr,1,0,[]
jungkookcutemomentsengsub,1,0,[]
jungkookmaknae,1,0,[]
twice투어,1,0,[]
btsmembers,1,0,[]
fm,1,5,"['thekingofmath', 'onfmv', 'powerfm', '180524bestofme', 'lovefm']"
試?,1,0,[]
全曲,1,0,[]
인기상,1,0,[]
두시탈출,1,0,[]
love,1,89,"['fakelove', 'whatislove?', 'whatislove', 'twicewhatislove', 'loverecord', '트와이스whatislove', 'loveyourself', ""twicewhat'slove"", ""what'slove"", 'twicewhatislove?', ""트와이스what'slove"", 'fake_love', 'whatislovemusicvideo', 'whatislovemv', 'gloveent', 'gloveentertainment', 'loveyourselftear', 'fakeloveteaser2', 'btsloveyourselftear', 'thechanceoflove', 'whatisloveteaser', 'loveya!', 'loveitliveit', 'btsloveyourself', 'whatloversdo', '선미주인공sunmiheroine셰릴콜cherylcolefightforthislove표절표절논란표절의혹', 'btsfakelovereaction', 'loveyourself轉', 'btsloveyourselftearlyrics', 'btsfakelove', 'btsfakelovereactionnonkpop', '방탄소년단fakelove', 'btsfakelovereactionmv', 'ikon사랑을했다lovescenario', 'whatislove안무영상', 'love?', 'whatislovedancevideo', 'thechainsmokers&drewlove', 'twicewhatislovelyric', 'twicewhatisloveaudio', 'twicewhatislovecolor', 'twicewhatislovecolorlyrics', 'whatislovecolorcoded', 'whatislovecolorcodedlyric', 'whatislovecolorlyric', 'twicewhatislovecolorcoded', 'newchapter#1:thechanceoflove', 'whatislove뮤직비디오', 'whatislove뮤비', 'whatislovem', 'whatislovelyrics', 'twicewhatislovelyriccolorcoded', 'whatisloveaudio', 'whatislovecolorcodedlyrics', 'twicewhatislovecolorcodedlyrics', 'lovesongs', ""loveyourself'tear'"", 'reallove', 'punjabilovesongs', ""btsloveyourself轉'tear'"", ""bts(방탄소년단)-134340(fromloveyourself轉'tear')"", ""bts(방탄소년단)loveyourself轉'tear'"", '방탄소년단loveyourself:tear', ""[fullalbum]bts(방탄소년단)?loveyourself轉'tear'"", 'lovesong2017', 'lovesong', 'crazylove', 'love)', 'bolbbalgan4firstlove', 'whatislove?듣기', 'calvinharriswefoundlove', 'lovejatni', 'fakeloveteaser1', 'btsfakelovemv', 'fakelovereaction', 'btsfakeloveteaser', 'loveyourselfher', 'fakelovecomeback', 'fakelovecomebackstage', 'fakelovebtslyrics', 'kidsinlove', '트와이스whatislove?', 'lovefm', 'loveline', 'lovemeloveme', 'whatislovedance', 'whatislovechoreography', 'whatislove안무', 'truelove']"
exoplanet,1,0,[]
do,1,73,"['idol', 'documentary', 'musicdocumentary', 'youtuberedoriginals', ""wedon'ttalkanymore"", 'dok2', 'kimdongryul', 'americanidol', 'kirstiemaldonado', 'whatloversdo', 'doublelipa', 'download', 'doubledua', 'doubledualipas', 'doyoung', ""idon'tgiveaf"", 'dualipaidontgiveafuck', ""idon'tgiveafuck"", 'lsdofficial', 'whydon’tyoumeetmeinthemiddle', 'ievenlikeyourshadow', 'ddotty', 'hyungdon&daejune', 'hyungdon', 'stressedout', 'donmills', 'idolbest', 'yoondohyun', 'soundofwinter', 'countdown', 'shindong', ""btsdon'tleaveme"", 'idollive', 'justdoit', 'jonghyundeathcondolence', 'doublek', 'donghyun', 'idoitsolo', 'dodilekjaan', 'dopedigital', 'mcountdown', 'goodolddays', 'lsdofficialaudio', 'sinkingdownwithu', 'charlieputh-doneforme(feat.kehlani)[officialaudio]', 'doncornelius', 'doneformeofficial', 'charlieputh-doneforme(feat.kehlani)', 'charlieputhdoneforme', 'doneforme(feat.kehlani)', 'charlieputhkehlanidoneforme', 'documental', 'freemurdoc', 'microdot', 'btsdocumentary', 'randomplaydance', 'twicebangtanbrandon', 'twicebrandonreact', 'brandontwice', 'doyouhaveamoment', 'doneformekehlani', 'charlieputh-doneformekehlani', 'charlieputh-doneforme', 'doneformelyrics', 'idolproducer', 'doneformejazzversion', 'doneformepiano', 'charlieputh-doneforme(jazzversion)', 'doneformejazz', 'countdown2018', ""nctubabydon'tstopmv"", 'babydontstop', ""babydon'tstop""]"
lay,1,8,"['brunomarsplaylist', 'bestkoreasongsplaylist2018', 'christmassongsplaylist', 'christmasplaylist', 'playlist', 'playthataudio', 'hiphopplaya', 'randomplaydance']"
カウントダウン,1,0,[]
digest,1,0,[]
monster,1,2,"['rapmonster', 'rap-monster']"
햐이니,1,0,[]
동방불패,1,1,['복면가왕동방불패손승연-겨울사랑(원곡더원)']
손승현,1,0,[]
손승연,1,1,['복면가왕동방불패손승연-겨울사랑(원곡더원)']
김구라,1,0,[]
