People_tags,number,overlap_num,overlap_word
본,3,140,"['일본', '일본헌팅', '일본생활', '일본일상', '일본여행', '일본요리', '일본음식', '일본반응', '일본예능', '일본아이돌', '기본적분석', '한국일본비교', '다니엘편집본', '강다니엘편집본', '아베일본', '다녤편집본', '일본표절', '일본선수도핑', '일본도핑', '일본가수', '딸기모찌와짱뚱어탕을처음먹어본모델!!ㅋㅋㅋ', ""넘어졌다고비웃다가'1등'한한국쇼트트랙에'멘붕'온일본인들한국24"", '한국일본차이', '한국일본문화차이', '올림픽일본반응', '국민행동본부', '공개본', '간장게장을처음먹어본미국모델의반응!!', '본보야지', '일본재밌는예능', '일본최신예능', '한우코스요리를처음먹어본미국모델의반응!!', '일본속마음', '한국편의점의10가지음식을먹어본모델의반응!!', '일본인한국인', '한국일본반응비교', '일본인이생각하는한국', '일본교포', '한국일본문화', '한국무시하는일본', '방탄소년단일본반응', '방탄소년단dna일본', '일본김밥', '일본브이로그', '일본팬미팅', '일본어', 'bts일본반응', '일본메이크업', 'btsdna일본', '방탄소년단일본인기', '원본전문', '일본일상브이로그', '연예인일본어', '빅뱅일본', '지디일본어', '일본아라시', '버드리2018옥천묘목축제본무대초청공연', '일본편의점', '이영상을본후갖고싶게될6개의엄청난차고', '일본영상', '일본먹방', '트와이스일본', '일본가정식', '한국일본문화비교', '일본댄스팀', '한국일본지하철', '한국일본음식비교', '한국일본문화공통점', '한국일본경제력비교', '한국일본츤데레', '한국일본해외반응', '한국일본아이돌', '한국일본중국', '한국일본고령화', '한국일본식문화공통점', '한국일본', '한국일본유전자', '한국일본축구전적', '한국과일본', '한국일본추월', '한국일본취업', '한국일본경제비교', '한국일본인구', '한국일본출산율', '한국일본공통점', '한국vs일본', '한국일본음식문화비교', '한국일본음식문화', '한국일본선진국', '한국일본관계', '한국일본정치비교', '한국일본지도', '한국일본주거문화비교', '한국일본관광객수', '전세계한국일본', '한국일본교육비교', '한국일본혼혈', '한국일본역사', '일본아', '일본문화', '일본크리스마스', '미국인이한국던킨도넛을처음먹어본반응!!!', 'lg회장구본무의사망원인!', '일본인이알려주는일본어', '일본인', '일본마마', '방탄소년단본보야지', '양념치킨일본', '한국치킨일본', '본보야지2', '한국치킨일본반응', '처음본', '처음본외국', 'bts처음본', '일본만화', '일본애니', '홍준표의본색을좀알겠다!', '일본얼짱', '일본유행', 'k-pop일본', '일본하라주쿠패션', '치즈닭갈비일본', '일본헤어스타일', '방송합본', '음방합본', '일본한류붐', '트와이스일본반응', '일본패션', '본체', '일본한국메이크업', '일본젊은이', '일본스타일', '일본중고생', '일본k-pop패션', 'twice일본인기', '빅뱅일본반응', '한국일본식습관차이', '일본한국동경', '일본한류', '한국화장일본유행']"
바람,3,2,"['오연준바람이불어오는곳', '바람이불어오는곳']"
화장법,3,0,[]
튜토리얼,3,1,['메이크업튜토리얼']
메이크업동영상,3,0,[]
런닝맨전소민이광수,3,0,[]
런닝맨레전드,3,0,[]
자매로그,3,0,[]
mianhae,3,0,[]
식당먹방,3,0,[]
'화정',3,0,[]
문희옥남편,3,0,[]
'투윅스',3,0,[]
nate,3,0,[]
우럭제철,3,0,[]
광어우럭,3,0,[]
워너원에디션,3,0,[]
'반창꼬',3,0,[]
zk,3,1,['ucxs1wyqzk1v4thieevla3xq']
드라마'달의연인',3,0,[]
twice(트와이스),3,1,['twice(트와이스)의']
반응!,3,5,"['간장게장을처음먹어본미국모델의반응!!', '한우코스요리를처음먹어본미국모델의반응!!', '한국편의점의10가지음식을먹어본모델의반응!!', '미국인이한국던킨도넛을처음먹어본반응!!!', '매운소갈비찜을처음만난외국인의반응!!ft.hellorasmus']"
문재인하야,3,0,[]
정미홍,3,0,[]
옷값,3,1,['김정숙옷값']
реакция,3,1,['#реакция']
워너원이어폰,3,0,[]
brazil,3,0,[]
2l8.officialgroup,3,0,[]
식당리뷰,3,0,[]
fullalbum,3,0,[]
주현미결혼,3,0,[]
즉석떡볶이먹방,3,0,[]
loveyourselfher,3,1,['btsloveyourselfher']
brasil,3,0,[]
reacao,3,0,[]
кавер,3,0,[]
toolate,3,0,[]
두끼먹방,3,0,[]
monsta-x,3,0,[]
뷔페먹방,3,0,[]
mort,3,1,['alvaromorte']
dancepractice,3,5,"['dancepracticereactionsbts', 'fakelovedancepractice', 'btsfakelovedancepracticereaction', 'btsfakelovedancepractice', 'btsdancepracticereaction']"
일본김밥,3,0,[]
후도마키,3,0,[]
koreantutorials,3,0,[]
아우라클렌징쿠션,3,0,[]
폴리에스터,3,0,[]
디파,3,5,"['디파고', '퓨디파이', '아쿠아디파르마', '미르토디파나레아', '디파go']"
coldnoodle,3,0,[]
저자극세안,3,0,[]
페이스헤일로클렌징퍼프,3,0,[]
koreandrama,3,0,[]
딥클렌징,3,0,[]
송주불냉면,3,2,"['송주불냉면먹방', '도로시송주불냉면']"
hellspicy,3,0,[]
폴메디슨,3,0,[]
송주불냉면먹방,3,0,[]
koreanfood,3,0,[]
크룬후기,3,0,[]
페이스헤일로,3,1,['페이스헤일로클렌징퍼프']
매운냉면,3,0,[]
냉면먹방,3,1,['송주불냉면먹방']
대왕음식,3,0,[]
불냉면,3,3,"['송주불냉면', '송주불냉면먹방', '도로시송주불냉면']"
토스트먹방,3,0,[]
spicy,3,4,"['hellspicy', 'spicymukbang', 'danishmanmeetskoreanspicyribs!', '#spicyfood']"
kbsworld,3,0,[]
뷰티구루,3,0,[]
뷰티영상,3,0,[]
떡볶이뷔페,3,0,[]
저자극클렌저,3,0,[]
극세사,3,0,[]
물로만세안,3,0,[]
nangmyeon,3,0,[]
크룬,3,3,"['크룬후기', '크룬엔젤퍼프', '크룬클렌징퍼프']"
크룬엔젤퍼프,3,0,[]
steveaoki,3,3,"['steveaokiremix', 'btsmicdrop(steveaokiremix)mvreaction', 'btssteveaokidesiigner']"
uk,3,33,"['mukbang', '韓?大食い女性mukbang', 'beatkukulkan', 'beatkukulkanamv', 'beatkukulkanvssprigganrequiem', 'beatkukulkanvssprigganrequiemamv', 'sprigganrequiemvsbeatkukulkan', 'sprigganrequiemvsbeatkukulkanamv', 'koreanmukbang', 'mahoutsukainoyome', 'kimminsuk', 'tteokbokkimukbang', 'jajangmyeonmukbang', 'benzzmukbang', 'sasuke', 'mukbangvlog', 'spicymukbang', 'hansanghyuk', 'sanghyuk', 'hyuk', 'fibukivs', '韓國大食い女性mukbang', '#mukbang', 'creativedukhoo', 'ayaseharuka', 'kissfmuk', 'mitsuki', 'mitsukiusesstrikingshadowsnakeassault', 'shinkivsmitsuki', 'shinkifooledmitsuki', ""mitsuki'snewjutsu"", 'minhyuk', 'mukbg']"
britishyoutuber,3,0,[]
페이스서클,3,0,[]
myfoundation,3,0,[]
이태민,3,1,['카이태민']
영국시드니,3,0,[]
lesson,3,0,[]
올리브영클렌징퍼프,3,0,[]
내앞에,3,0,[]
ellenshow,3,1,['theellenshow']
문희옥이혼,3,0,[]
niel,3,13,"['kangdaniel', 'daniel', 'danielcut', 'ongseongwookangdaniel', 'danielkang', 'signiel', 'nielhwang', 'nielnyun', 'nielmin', 'kangdanieldance', 'kangdanielfocus', 'kangdanielcut', 'kangdanielfancam']"
클렌징퍼프,3,9,"['페이스헤일로클렌징퍼프', '올리브영클렌징퍼프', '클렌징퍼프후기', '클렌징퍼프메이크업', '클렌징퍼프비교', '클렌징퍼프사용법', '클렌징퍼프리뷰', '크룬클렌징퍼프', '아우라클렌징퍼프']"
영국영어,3,0,[]
황금빛내인생,3,2,"['황금빛내인생45회', '황금빛내인생26회']"
메이크업강좌,3,0,[]
k-beauty,3,0,[]
koreanbeauty,3,0,[]
beautyguru,3,0,[]
클렌징퍼프후기,3,0,[]
가시나페이스홀,3,0,[]
클렌징퍼프메이크업,3,0,[]
클렌징퍼프비교,3,0,[]
물세안,3,1,['물세안클렌징']
britishaccent,3,0,[]
클렌징퍼프사용법,3,0,[]
makeuptutorial,3,0,[]
spicymukbang,3,0,[]
도로시송주불냉면,3,0,[]
didn'tknowme,3,0,[]
클렌징퍼프리뷰,3,0,[]
크룬클렌징퍼프,3,0,[]
davii,3,0,[]
아우라클렌징퍼프,3,0,[]
폴리에스테르,3,0,[]
물세안클렌징,3,0,[]
olympicgames,3,0,[]
感情,3,0,[]
10만원,3,1,['공대생10만원돌']
밴쯔볼케이노,3,0,[]
로코,3,5,"['유승호로코', '엄기준로코', '쿠로코의농구', '쿠로코의농구#57', '쿠로코의농구#53']"
용암,3,0,[]
매움,3,0,[]
강추위,3,0,[]
밴쯔치킨,3,1,['밴쯔치킨먹방']
다리먹방,3,0,[]
로봇이아니야예고,3,0,[]
통닭다리,3,0,[]
윈터,3,1,['윈터솔져']
대만여행,3,1,['대만여행법']
yooseungho,3,0,[]
엄기준연기,3,0,[]
유승호로봇,3,1,['유승호로봇이아니야']
로봇이아니야teaser,3,0,[]
채수빈,3,4,"['채수빈로봇', '유승호채수빈', '채수빈연기', '채수빈유승호']"
대통령충격적지지율,3,0,[]
문대통령이,3,0,[]
드루킹관련내막정리!,3,0,[]
굽네,3,1,['굽네치킨']
화끈,3,0,[]
버드리2017버드리아카데미송년의밤,3,3,"['버드리2017버드리아카데미송년의밤2017년12월21일', '버드리2017버드리아카데미송년의밤공연', '버드리2017버드리아카데미송년의밤공연20171221']"
버드리2017버드리아카데미송년의밤2017년12월21일,3,0,[]
부천,3,1,['부천맛집']
심리테스트,3,0,[]
교복데이트,3,0,[]
키,3,111,"['키노시타유우카', '키노시타유우카木下ゆうか', '아이바마사키', '쿠키', '슈키', '꿀키', '아카츠키', '돗키리', '#아이바마사키', '스키', '키에커', '마사키', '명탐정코난키드', '로키', '아리키친', '몸키우기', '꿀키브이로그', '아이싱쿠키', '놀래키기', '아이스하키', '키프클랜', '코난괴도키드', '미키스나', '괴도키드', '강호동이승기윗몸일으키기', '키라키라', '요시키예능', '키르아', '오연준위키', '아이스슬레지하키', '하키센터', '괴도키드남도일', '명탐정코난괴도키드', '파라아이스하키', '비키니', '괴도키드1412', '코난키드', '키스신', '우즈마키', '디키즈', '딕키즈', '후도마키', '스키장', '쿠키만들기', '시크릿키', '키엘샴푸', '쿠도유키코', '작비돌키우기', '공대생돌키우기', '아리키친쿠키', '캔디쿠키만들기', '토토로쿠키', '시키면한다', '꿀키냉장고', '꿀키추천템', '우즈마키김종남', '미키', '미키마우스', '백팩키드', '나가자키쵸', '트와이스라이키', '아리키친도시락', '라이키춤', '라이키', '키위밴드m', '우즈베키스탄', '스펑키', '에뛰드하우스코튼패드실키퍼프화장솜', '키다리', '라이키리', '꿀키하우스', '나이키', '키리사키', '라키', '코사키', '괴도키드루팡3세', '동물키우기', '여자하키', '아키네이트', '아키네이터', '키코립스틱', '선물여자키', '햄버거키스', '마스터키', '마스터키다니엘', '버키', '돈키호테하울', '돈키호테', '키나코모찌', '마녀배달부키키', '아리키친마카롱', '아리키친고양이', '오오츠츠키', '코난유키코', '키드', '스모키메이크업', '실키', '이누야시키명대사', '이누야시키10화', '이누야시키', '이누야시키명장면', '아리키친노오븐', '킨키키즈', '킨키', 'aomg나이키', '키즈채널', '키즈돌', '후지사와사츠키', '위키미키', '워너원리패키지', '김하온키프클랜']"
10대데이트,3,0,[]
10대들,3,1,['10대들만들리는소리']
청이2017버드리아카데미송년의밤공연청이품바버드리아카데미송년의밤공연,3,0,[]
청이품바2017버드리아카데미송년의밤공연,3,0,[]
버드리버드리아카데미송년의밤공연20171221버드리버드리아카데미송년의밤2017년12월21일,3,0,[]
버드리2017버드리아카데미송년의밤공연,3,1,['버드리2017버드리아카데미송년의밤공연20171221']
화요일,3,0,[]
버드리품바2017버드리아카데미송년의밤,3,0,[]
버드리2017버드리아카데미송년의밤공연20171221,3,0,[]
친목,3,3,"['친목을응원해', '친목모음집', '아이돌친목']"
청이버드리아카데미송년의밤공연,3,0,[]
랜선메이트,3,0,[]
청이공연,3,0,[]
드루킹김동원,3,0,[]
시카크림,3,0,[]
dj,3,8,"['gdjapanese', 'dj찹쌀떡', 'rdj', 'dj쫑디', 'dj종현', 'taehyungandjiminatwingstour', 'taehyungandjimin', 'vandjimin']"
이홍빈,3,0,[]
leehongbin,3,0,[]
정택운,3,0,[]
차학연,3,0,[]
jungtaekwoon,3,0,[]
wonshik,3,1,['kimwonshik']
김원식,3,0,[]
향,3,25,"['향이', '고향의봄', '오연준고향의봄', '경향', '레이디경향', '주간경향', '경향신문', '스마일경향', '스포츠경향', '경향닷컴', '윤성빈고향', '한국영향력', '샴푸향', '이연향', '이연향통역', '메밀향', '이연향통역국장', '안희정고향', '굴향', '2017재경화순군이양면향우회송년의밤초청공연', '향우각', '마라향궈', '집중력향상', '쟈니윤고향', '천년향']"
hansanghyuk,3,0,[]
leejaehwan,3,0,[]
무리미,3,0,[]
개병대,3,0,[]
한번해병연원한해병,3,0,[]
나팔녀,3,1,['나팔녀품바']
안아픈데,3,0,[]
두번째별,3,1,['두번째별페미니즘']
무통,3,0,[]
전우회,3,2,"['해병대전우회', '고엽제전우회']"
valentine,3,0,[]
조선족,3,0,[]
마스카라,3,1,['마스카라하는법']
박세영,3,0,[]
레시피,3,4,"['3ce무드레시피트리플섀도우', '강식당레시피', '주스레시피', '해독주스레시피']"
톰히들스턴,3,0,[]
삼양,3,4,"['삼양라면', '삼양라면먹방', '삼양스리라차볶음면', '삼양스리라차라면']"
스키장,3,0,[]
불닭,3,7,"['불닭볶음면', '까르보불닭면', '치즈불닭', '까르보불닭밥', '불닭면', '한정판불닭면', '한정판까르보불닭면']"
볶음면,3,4,"['불닭볶음면', '스리라차볶음면후기', '삼양스리라차볶음면', '스리라차볶음면']"
chahakyeon,3,0,[]
혁,3,20,"['마루에몽공혁준', '제41차태극기혁명국민대회', '조동혁', '제혁', '장우혁', '권혁수', '한상혁', '은혁', '제38차태극기혁명국민대회', '제47차태극기혁명국민대회', '제51차태극기혁명국민대회', '제40차태극기혁명국민대회', '찬혁', '이찬혁', '방시혁', '제44차태극기혁명국민대회', '제42차태극기혁명국민대회', '재혁선수', '민혁', '4차산업혁명']"
드라마다시보기,3,0,[]
