fid,lat,lon,Annual_WS,Annual_WD,fid_2,DN
"352",37.552,127.106,2.99,299.55,"130","53"
"343",37.561,127.072,2.96,284.33,"130","53"
"347",37.561,127.095,3.07,311.57,"130","53"
"346",37.561,127.083,2.97,289.4,"130","53"
"173",37.506,127.059,3.12,274.13,"130","53"
"189",37.507,127.024,3.24,279.26,"130","53"
"188",37.507,127.012,3.3,281.22,"130","53"
"127",37.507,126.978,3.33,280.9,"130","53"
"125",37.507,126.966,3.41,276.28,"130","53"
"192",37.516,127.013,3.3,286.15,"130","53"
"193",37.516,127.024,3.22,283.26,"130","53"
"191",37.516,127.001,3.37,288.86,"130","53"
"177",37.525,127.059,3.15,278.3,"130","53"
"212",37.525,127.013,3.28,291.9,"130","53"
"176",37.525,127.048,3.12,277.85,"130","53"
"333",37.534,127.048,3.18,280.88,"130","53"
"218",37.534,127.036,3.18,283.94,"130","53"
"337",37.534,127.059,3.15,281.48,"130","53"
"562",37.525,126.978,3.38,292.16,"130","53"
"564",37.526,126.966,3.43,288.95,"130","53"
"565",37.516,126.966,3.4,280.61,"130","53"
"566",37.516,126.978,3.4,286.87,"130","53"
"567",37.525,127.001,3.32,295.53,"130","53"
"570",37.525,126.99,3.35,295.13,"130","53"
"479",37.544,126.943,3.42,307.83,"130","53"
"481",37.581,126.944,3.57,334.09,"130","53"
"483",37.59,126.944,3.48,325.39,"130","53"
"453",37.609,126.944,3.39,349.12,"130","53"
"450",37.6,126.944,3.34,334.06,"130","53"
"482",37.581,126.955,3.69,318.86,"130","53"
"484",37.59,126.956,3.66,315,"130","53"
"486",37.553,126.943,3.33,317.39,"130","53"
"493",37.599,126.956,3.46,326.25,"130","53"
"494",37.609,126.956,3.47,339.64,"130","53"
"109",37.554,126.885,3.56,294.6,"130","53"
"446",37.582,126.886,3.4,290.94,"130","53"
"447",37.582,126.897,3.37,297.19,"130","53"
"464",37.59,126.932,3.34,330.95,"130","53"
"463",37.591,126.921,3.27,318.44,"130","53"
"449",37.6,126.933,3.28,335.79,"130","53"
"465",37.6,126.909,3.23,303.26,"130","53"
"466",37.591,126.909,3.24,308.66,"130","53"
"467",37.581,126.909,3.33,302.83,"130","53"
"487",37.563,126.92,3.44,309.65,"130","53"
"488",37.563,126.932,3.38,322.88,"130","53"
"489",37.572,126.92,3.38,311.21,"130","53"
"490",37.572,126.932,3.32,333.56,"130","53"
"491",37.581,126.921,3.32,314.62,"130","53"
"492",37.581,126.932,3.34,336.59,"130","53"
"499",37.554,126.932,3.42,314.7,"130","53"
"514",37.572,126.885,3.5,295.06,"130","53"
"334",37.543,127.036,3.13,290.36,"130","53"
"326",37.553,127.036,3.03,295.97,"130","53"
"571",37.562,127.037,2.95,297.09,"130","53"
"339",37.552,127.06,3.01,284.73,"130","53"
"336",37.552,127.048,3.03,290,"130","53"
"341",37.562,127.048,2.95,293.42,"130","53"
"342",37.562,127.06,2.95,288.78,"130","53"
