fid,lat,lon,Annual_WS,Annual_WD,fid_2,DN
"215",37.516,127.036,3.17,280.37,"45","24"
"176",37.525,127.048,3.12,277.85,"45","24"
"214",37.525,127.036,3.15,280.33,"45","24"
"266",37.496,127.14,2.87,257.83,"46","27"
"267",37.496,127.152,2.79,236.07,"46","27"
"260",37.515,127.117,3.02,265.05,"46","27"
"245",37.542,127.118,3.03,282.4,"46","27"
"243",37.533,127.118,3.05,276.22,"46","27"
"242",37.524,127.118,3.05,271.62,"46","27"
"302",37.552,127.118,2.96,294.71,"46","27"
"304",37.561,127.13,2.94,292.36,"46","27"
"258",37.505,127.129,2.93,262.02,"46","27"
"261",37.515,127.129,2.94,263.45,"46","27"
"263",37.524,127.129,2.96,269.45,"46","27"
"306",37.533,127.129,2.96,274.2,"46","27"
"259",37.505,127.14,2.87,258.61,"46","27"
"262",37.515,127.141,2.87,260.94,"46","27"
"264",37.524,127.141,2.86,266.7,"46","27"
"305",37.561,127.141,2.98,285.97,"46","27"
"164",37.498,126.989,3.22,276.67,"47","27"
"165",37.498,127.001,3.25,273.32,"47","27"
"186",37.507,126.989,3.36,284.35,"47","27"
"187",37.507,127.001,3.35,283.52,"47","27"
"191",37.516,127.001,3.37,288.86,"47","27"
"190",37.516,126.989,3.41,289.69,"47","27"
"154",37.48,126.919,3.24,248.96,"48","30"
"141",37.48,126.931,3.22,240.79,"48","30"
"132",37.489,126.919,3.27,261.71,"48","30"
"144",37.489,126.931,3.22,258.36,"48","30"
"171",37.479,127.035,3.17,267.48,"49","25"
"172",37.479,127.047,3.06,262.25,"49","25"
"204",37.479,127.059,3.24,256.73,"49","25"
"206",37.488,127.059,3.04,258.02,"49","25"
"198",37.488,127.047,3.11,266.64,"49","25"
"197",37.488,127.035,3.22,268.09,"49","25"
"103",37.497,127.036,3.22,269.54,"49","25"
"104",37.497,127.047,3.16,270.57,"49","25"
"208",37.497,127.059,3.12,268.14,"49","25"
"185",37.497,127.024,3.26,268.52,"49","25"
"209",37.497,127.071,3.12,262,"49","25"
"211",37.506,127.071,3.12,271.65,"49","25"
"221",37.515,127.071,3.14,275.24,"49","25"
"234",37.525,127.071,3.17,278.46,"49","25"
"173",37.506,127.059,3.12,274.13,"49","25"
"105",37.506,127.036,3.18,277.6,"49","25"
"106",37.506,127.047,3.14,275.75,"49","25"
"189",37.507,127.024,3.24,279.26,"49","25"
"174",37.516,127.048,3.14,277.22,"49","25"
"175",37.515,127.059,3.11,275.59,"49","25"
"215",37.516,127.036,3.17,280.37,"49","25"
"193",37.516,127.024,3.22,283.26,"49","25"
"177",37.525,127.059,3.15,278.3,"49","25"
"176",37.525,127.048,3.12,277.85,"49","25"
"214",37.525,127.036,3.15,280.33,"49","25"
"213",37.525,127.024,3.22,285.59,"49","25"
"154",37.48,126.919,3.24,248.96,"50","29"
"141",37.48,126.931,3.22,240.79,"50","29"
"142",37.48,126.942,3.29,238.08,"50","29"
"132",37.489,126.919,3.27,261.71,"50","29"
"112",37.498,126.919,3.29,272.8,"50","29"
"144",37.489,126.931,3.22,258.36,"50","29"
"118",37.498,126.931,3.23,268.41,"50","29"
"145",37.489,126.942,3.24,256.29,"50","29"
"128",37.479,126.966,3.52,248.52,"51","23"
"129",37.479,126.977,3.43,255.16,"51","23"
"130",37.489,126.966,3.39,262.79,"51","23"
"131",37.489,126.977,3.27,266.3,"51","23"
"60",37.481,126.826,3.42,292.08,"52","26"
"59",37.481,126.838,3.48,294.25,"52","26"
"53",37.49,126.85,3.41,292.11,"52","26"
"54",37.49,126.861,3.38,280.06,"52","26"
"52",37.49,126.838,3.43,297.91,"52","26"
"56",37.49,126.826,3.38,297.24,"52","26"
"49",37.499,126.861,3.43,285.39,"52","26"
"48",37.499,126.85,3.41,290.65,"52","26"
"55",37.499,126.838,3.43,298.45,"52","26"
"57",37.499,126.826,3.45,299.1,"52","26"
"50",37.508,126.85,3.41,287.02,"52","26"
"515",37.508,126.838,3.53,291.91,"52","26"
"51",37.508,126.861,3.45,287.61,"52","26"
"58",37.508,126.826,3.58,293.76,"52","26"
"519",37.517,126.862,3.47,286.48,"52","26"
"516",37.518,126.827,3.59,276.76,"52","26"
"517",37.517,126.838,3.53,278.94,"52","26"
"518",37.517,126.85,3.4,282.22,"52","26"
"523",37.527,126.862,3.47,286.89,"52","26"
"529",37.536,126.85,3.46,286.41,"52","26"
"532",37.536,126.862,3.45,290.31,"52","26"
"46",37.508,126.873,3.46,287.77,"52","26"
"508",37.554,126.874,3.5,288.82,"52","26"
"510",37.563,126.874,3.55,292.54,"52","26"
"513",37.573,126.874,3.56,294.98,"52","26"
"520",37.517,126.873,3.47,288.03,"52","26"
"524",37.526,126.873,3.47,289.63,"52","26"
"525",37.536,126.873,3.46,291.93,"52","26"
"526",37.545,126.873,3.46,291.14,"52","26"
"446",37.582,126.886,3.4,290.94,"52","26"
"447",37.582,126.897,3.37,297.19,"52","26"
"462",37.609,126.909,3.18,297.84,"52","26"
"454",37.618,126.909,3.19,298.2,"52","26"
"465",37.6,126.909,3.23,303.26,"52","26"
"466",37.591,126.909,3.24,308.66,"52","26"
"514",37.572,126.885,3.5,295.06,"52","26"
"33",37.546,126.792,3.8,289.43,"52","26"
"35",37.555,126.781,3.82,291.45,"52","26"
"34",37.555,126.769,3.81,292.77,"52","26"
"507",37.554,126.862,3.51,284.43,"52","26"
"36",37.555,126.792,3.81,290.09,"52","26"
"509",37.563,126.862,3.58,287.46,"52","26"
"10",37.564,126.839,3.64,283.13,"52","26"
"32",37.564,126.792,3.8,289.52,"52","26"
"21",37.564,126.804,3.73,287.92,"52","26"
"31",37.564,126.781,3.82,290.73,"52","26"
"512",37.573,126.862,3.63,290.21,"52","26"
"24",37.573,126.816,3.63,291.26,"52","26"
"11",37.573,126.827,3.62,289.51,"52","26"
"23",37.573,126.804,3.71,291.35,"52","26"
"12",37.573,126.839,3.68,287.54,"52","26"
"29",37.573,126.792,3.79,289.33,"52","26"
"26",37.582,126.816,3.57,289.51,"52","26"
"25",37.582,126.804,3.68,291.15,"52","26"
"13",37.582,126.827,3.62,288.43,"52","26"
"28",37.591,126.816,3.62,278.88,"52","26"
"27",37.592,126.804,3.68,278.59,"52","26"
"30",37.601,126.804,3.76,278.39,"52","26"
"531",37.545,126.85,3.46,285.59,"52","26"
"533",37.545,126.862,3.45,287.94,"52","26"
"534",37.554,126.85,3.53,281.63,"52","26"
"535",37.564,126.851,3.61,284.84,"52","26"
"536",37.573,126.851,3.67,287.78,"52","26"
"66",37.48,126.908,3.28,261.71,"53","28"
"115",37.489,126.908,3.3,268.05,"53","28"
"41",37.489,126.884,3.4,281.27,"53","28"
"42",37.489,126.896,3.36,276.3,"53","28"
"111",37.498,126.908,3.33,275.95,"53","28"
"45",37.499,126.896,3.38,279.25,"53","28"
"44",37.499,126.884,3.42,283.38,"53","28"
"37",37.508,126.885,3.43,285.24,"53","28"
"113",37.508,126.908,3.36,282.85,"53","28"
"47",37.508,126.896,3.4,283.5,"53","28"
"2",37.517,126.885,3.45,287.77,"53","28"
"87",37.517,126.896,3.43,287.09,"53","28"
"74",37.517,126.908,3.39,286.92,"53","28"
"75",37.526,126.908,3.45,290.58,"53","28"
"88",37.526,126.885,3.47,290.76,"53","28"
"89",37.535,126.897,3.5,293.85,"53","28"
"82",37.535,126.908,3.53,295.42,"53","28"
"116",37.536,126.885,3.48,292.36,"53","28"
"108",37.545,126.897,3.58,296.25,"53","28"
"107",37.545,126.885,3.51,293.06,"53","28"
"503",37.545,126.908,3.6,300.1,"53","28"
"520",37.517,126.873,3.47,288.03,"53","28"
"524",37.526,126.873,3.47,289.63,"53","28"
"525",37.536,126.873,3.46,291.93,"53","28"
"153",37.471,126.919,3.28,228.44,"53","28"
"154",37.48,126.919,3.24,248.96,"53","28"
"141",37.48,126.931,3.22,240.79,"53","28"
"137",37.471,126.931,3.36,223.97,"53","28"
"138",37.47,126.942,3.51,230.49,"53","28"
"142",37.48,126.942,3.29,238.08,"53","28"
"132",37.489,126.919,3.27,261.71,"53","28"
"112",37.498,126.919,3.29,272.8,"53","28"
"76",37.517,126.92,3.37,285.95,"53","28"
"79",37.526,126.92,3.44,291.18,"53","28"
"114",37.508,126.92,3.32,281.39,"53","28"
"83",37.535,126.92,3.54,298.23,"53","28"
"118",37.498,126.931,3.23,268.41,"53","28"
"121",37.507,126.931,3.27,278.16,"53","28"
"77",37.517,126.931,3.34,283.81,"53","28"
"145",37.489,126.942,3.24,256.29,"53","28"
"117",37.507,126.943,3.25,271.89,"53","28"
"119",37.498,126.943,3.27,265.65,"53","28"
"143",37.48,126.954,3.43,241.55,"54","24"
"136",37.461,126.965,4.09,232.78,"54","24"
"140",37.47,126.965,3.76,237.12,"54","24"
"128",37.479,126.966,3.52,248.52,"54","24"
"156",37.47,126.977,3.86,250.24,"54","24"
"155",37.461,126.977,4.48,255.29,"54","24"
"129",37.479,126.977,3.43,255.16,"54","24"
"146",37.489,126.954,3.35,259,"54","24"
"158",37.47,126.989,3.64,261.8,"54","24"
"160",37.479,126.989,3.29,258.86,"54","24"
"162",37.488,126.989,3.16,266.12,"54","24"
"130",37.489,126.966,3.39,262.79,"54","24"
"131",37.489,126.977,3.27,266.3,"54","24"
"54",37.49,126.861,3.38,280.06,"55","27"
"49",37.499,126.861,3.43,285.39,"55","27"
"51",37.508,126.861,3.45,287.61,"55","27"
"61",37.471,126.884,3.35,277.72,"55","27"
"65",37.471,126.907,3.28,255.89,"55","27"
"66",37.48,126.908,3.28,261.71,"55","27"
"39",37.48,126.896,3.37,275.19,"55","27"
"38",37.48,126.884,3.38,279.73,"55","27"
"40",37.49,126.873,3.4,278.83,"55","27"
"115",37.489,126.908,3.3,268.05,"55","27"
"41",37.489,126.884,3.4,281.27,"55","27"
"42",37.489,126.896,3.36,276.3,"55","27"
"45",37.499,126.896,3.38,279.25,"55","27"
"44",37.499,126.884,3.42,283.38,"55","27"
"43",37.499,126.873,3.45,285.45,"55","27"
"37",37.508,126.885,3.43,285.24,"55","27"
"46",37.508,126.873,3.46,287.77,"55","27"
"2",37.517,126.885,3.45,287.77,"55","27"
"82",37.535,126.908,3.53,295.42,"55","27"
"116",37.536,126.885,3.48,292.36,"55","27"
"108",37.545,126.897,3.58,296.25,"55","27"
"107",37.545,126.885,3.51,293.06,"55","27"
"503",37.545,126.908,3.6,300.1,"55","27"
"508",37.554,126.874,3.5,288.82,"55","27"
"510",37.563,126.874,3.55,292.54,"55","27"
"511",37.563,126.885,3.56,297.7,"55","27"
"513",37.573,126.874,3.56,294.98,"55","27"
"520",37.517,126.873,3.47,288.03,"55","27"
"524",37.526,126.873,3.47,289.63,"55","27"
"525",37.536,126.873,3.46,291.93,"55","27"
"526",37.545,126.873,3.46,291.14,"55","27"
"153",37.471,126.919,3.28,228.44,"55","27"
"154",37.48,126.919,3.24,248.96,"55","27"
"133",37.461,126.93,3.77,215.66,"55","27"
"137",37.471,126.931,3.36,223.97,"55","27"
"138",37.47,126.942,3.51,230.49,"55","27"
"142",37.48,126.942,3.29,238.08,"55","27"
"143",37.48,126.954,3.43,241.55,"55","27"
"76",37.517,126.92,3.37,285.95,"55","27"
"79",37.526,126.92,3.44,291.18,"55","27"
"83",37.535,126.92,3.54,298.23,"55","27"
"121",37.507,126.931,3.27,278.16,"55","27"
"77",37.517,126.931,3.34,283.81,"55","27"
"80",37.526,126.931,3.45,290.72,"55","27"
"84",37.535,126.932,3.54,299.27,"55","27"
"145",37.489,126.942,3.24,256.29,"55","27"
"117",37.507,126.943,3.25,271.89,"55","27"
"119",37.498,126.943,3.27,265.65,"55","27"
"78",37.517,126.943,3.33,279.8,"55","27"
"81",37.526,126.943,3.46,289.59,"55","27"
"85",37.535,126.943,3.49,299.21,"55","27"
"146",37.489,126.954,3.35,259,"55","27"
"122",37.507,126.954,3.38,272.53,"55","27"
"120",37.498,126.954,3.39,269.34,"55","27"
"498",37.544,126.932,3.53,307.26,"55","27"
"500",37.544,126.92,3.57,304.95,"55","27"
"481",37.581,126.944,3.57,334.09,"55","27"
"483",37.59,126.944,3.48,325.39,"55","27"
"453",37.609,126.944,3.39,349.12,"55","27"
"459",37.618,126.944,3.69,0.15,"55","27"
"450",37.6,126.944,3.34,334.06,"55","27"
"461",37.627,126.945,3.88,16.72,"55","27"
"482",37.581,126.955,3.69,318.86,"55","27"
"484",37.59,126.956,3.66,315,"55","27"
"493",37.599,126.956,3.46,326.25,"55","27"
"494",37.609,126.956,3.47,339.64,"55","27"
"541",37.618,126.956,3.97,343.6,"55","27"
"109",37.554,126.885,3.56,294.6,"55","27"
"110",37.554,126.897,3.59,299.44,"55","27"
"446",37.582,126.886,3.4,290.94,"55","27"
"447",37.582,126.897,3.37,297.19,"55","27"
"464",37.59,126.932,3.34,330.95,"55","27"
"463",37.591,126.921,3.27,318.44,"55","27"
"449",37.6,126.933,3.28,335.79,"55","27"
"448",37.6,126.921,3.25,317.58,"55","27"
"452",37.609,126.933,3.25,350.77,"55","27"
"451",37.609,126.921,3.22,319.37,"55","27"
"462",37.609,126.909,3.18,297.84,"55","27"
"458",37.618,126.933,3.25,7,"55","27"
"455",37.618,126.921,3.13,321.34,"55","27"
"454",37.618,126.909,3.19,298.2,"55","27"
"456",37.628,126.91,3.29,293.88,"55","27"
"457",37.627,126.921,3.27,308.07,"55","27"
"460",37.627,126.933,3.31,24.08,"55","27"
"465",37.6,126.909,3.23,303.26,"55","27"
"466",37.591,126.909,3.24,308.66,"55","27"
"467",37.581,126.909,3.33,302.83,"55","27"
"469",37.637,126.921,3.3,269.69,"55","27"
"470",37.637,126.933,3.25,141.84,"55","27"
"487",37.563,126.92,3.44,309.65,"55","27"
"489",37.572,126.92,3.38,311.21,"55","27"
"491",37.581,126.921,3.32,314.62,"55","27"
"492",37.581,126.932,3.34,336.59,"55","27"
"495",37.572,126.909,3.4,300.85,"55","27"
"499",37.554,126.932,3.42,314.7,"55","27"
"501",37.554,126.909,3.57,302.4,"55","27"
"502",37.554,126.92,3.5,307.49,"55","27"
"504",37.563,126.897,3.53,301.09,"55","27"
"505",37.563,126.909,3.48,303.75,"55","27"
"506",37.572,126.897,3.44,296.91,"55","27"
"514",37.572,126.885,3.5,295.06,"55","27"
"61",37.471,126.884,3.35,277.72,"56","25"
"68",37.443,126.907,3.34,307.76,"57","23"
"70",37.452,126.895,3.37,281.7,"57","23"
"71",37.452,126.907,3.34,258.54,"57","23"
"63",37.462,126.896,3.37,277.31,"57","23"
"64",37.462,126.907,3.32,245.91,"57","23"
"73",37.461,126.919,3.42,200.65,"57","23"
"72",37.452,126.919,3.62,156.37,"57","23"
"69",37.443,126.919,3.57,30.29,"57","23"
"70",37.452,126.895,3.37,281.7,"58","25"
"63",37.462,126.896,3.37,277.31,"58","25"
"64",37.462,126.907,3.32,245.91,"58","25"
"61",37.471,126.884,3.35,277.72,"58","25"
"62",37.471,126.896,3.37,275.06,"58","25"
"65",37.471,126.907,3.28,255.89,"58","25"
"73",37.461,126.919,3.42,200.65,"58","25"
"72",37.452,126.919,3.62,156.37,"58","25"
"153",37.471,126.919,3.28,228.44,"58","25"
"133",37.461,126.93,3.77,215.66,"58","25"
"149",37.452,126.93,4.2,224.72,"58","25"
"147",37.443,126.942,4.54,307.3,"58","25"
"150",37.452,126.942,4.31,242.76,"58","25"
"151",37.452,126.953,4.17,236.22,"58","25"
"148",37.443,126.953,4.67,303.82,"58","25"
"139",37.47,126.954,3.61,232.64,"58","25"
"135",37.461,126.954,3.78,226.68,"58","25"
"143",37.48,126.954,3.43,241.55,"58","25"
"152",37.452,126.965,4.61,254.9,"58","25"
"136",37.461,126.965,4.09,232.78,"58","25"
"140",37.47,126.965,3.76,237.12,"58","25"
"128",37.479,126.966,3.52,248.52,"58","25"
"156",37.47,126.977,3.86,250.24,"58","25"
"155",37.461,126.977,4.48,255.29,"58","25"
"146",37.489,126.954,3.35,259,"58","25"
"120",37.498,126.954,3.39,269.34,"58","25"
"158",37.47,126.989,3.64,261.8,"58","25"
"160",37.479,126.989,3.29,258.86,"58","25"
"157",37.461,126.989,4.01,268.23,"58","25"
"161",37.479,127,3.41,258.07,"58","25"
"159",37.47,127,3.54,270.75,"58","25"
"178",37.461,127.012,3.27,271.96,"58","25"
"179",37.47,127.012,3.62,275.66,"58","25"
"194",37.479,127.012,3.63,261.18,"58","25"
"166",37.46,127.023,3.22,257.11,"58","25"
"163",37.488,127.001,3.23,260.62,"58","25"
"162",37.488,126.989,3.16,266.12,"58","25"
"130",37.489,126.966,3.39,262.79,"58","25"
"131",37.489,126.977,3.27,266.3,"58","25"
"126",37.498,126.978,3.31,276.91,"58","25"
"164",37.498,126.989,3.22,276.67,"58","25"
"124",37.498,126.966,3.41,274.02,"58","25"
"127",37.507,126.978,3.33,280.9,"58","25"
"125",37.507,126.966,3.41,276.28,"58","25"
"67",37.434,126.907,3.31,307.57,"59","24"
"68",37.443,126.907,3.34,307.76,"59","24"
"70",37.452,126.895,3.37,281.7,"59","24"
"63",37.462,126.896,3.37,277.31,"59","24"
"64",37.462,126.907,3.32,245.91,"59","24"
"73",37.461,126.919,3.42,200.65,"59","24"
"72",37.452,126.919,3.62,156.37,"59","24"
"69",37.443,126.919,3.57,30.29,"59","24"
"149",37.452,126.93,4.2,224.72,"59","24"
"63",37.462,126.896,3.37,277.31,"60","26"
"61",37.471,126.884,3.35,277.72,"60","26"
"62",37.471,126.896,3.37,275.06,"60","26"
"65",37.471,126.907,3.28,255.89,"60","26"
"66",37.48,126.908,3.28,261.71,"60","26"
"39",37.48,126.896,3.37,275.19,"60","26"
"38",37.48,126.884,3.38,279.73,"60","26"
"73",37.461,126.919,3.42,200.65,"60","26"
"153",37.471,126.919,3.28,228.44,"60","26"
"133",37.461,126.93,3.77,215.66,"60","26"
"149",37.452,126.93,4.2,224.72,"60","26"
"137",37.471,126.931,3.36,223.97,"60","26"
"147",37.443,126.942,4.54,307.3,"60","26"
"150",37.452,126.942,4.31,242.76,"60","26"
"134",37.461,126.942,3.88,231.24,"60","26"
"138",37.47,126.942,3.51,230.49,"60","26"
"142",37.48,126.942,3.29,238.08,"60","26"
"151",37.452,126.953,4.17,236.22,"60","26"
"148",37.443,126.953,4.67,303.82,"60","26"
"139",37.47,126.954,3.61,232.64,"60","26"
"135",37.461,126.954,3.78,226.68,"60","26"
"143",37.48,126.954,3.43,241.55,"60","26"
"84",37.535,126.932,3.54,299.27,"60","26"
"117",37.507,126.943,3.25,271.89,"60","26"
"78",37.517,126.943,3.33,279.8,"60","26"
"81",37.526,126.943,3.46,289.59,"60","26"
"85",37.535,126.943,3.49,299.21,"60","26"
"146",37.489,126.954,3.35,259,"60","26"
"123",37.516,126.954,3.35,277.15,"60","26"
"122",37.507,126.954,3.38,272.53,"60","26"
"120",37.498,126.954,3.39,269.34,"60","26"
"498",37.544,126.932,3.53,307.26,"60","26"
"561",37.535,126.955,3.41,298.32,"60","26"
"563",37.526,126.955,3.46,288.53,"60","26"
"161",37.479,127,3.41,258.07,"60","26"
"178",37.461,127.012,3.27,271.96,"60","26"
"179",37.47,127.012,3.62,275.66,"60","26"
"194",37.479,127.012,3.63,261.18,"60","26"
"166",37.46,127.023,3.22,257.11,"60","26"
"168",37.47,127.023,3.42,270.75,"60","26"
"170",37.479,127.024,3.53,266.96,"60","26"
"167",37.46,127.035,3.26,244.08,"60","26"
"169",37.47,127.035,3.08,261.9,"60","26"
"171",37.479,127.035,3.17,267.48,"60","26"
"96",37.442,127.046,4.36,241.17,"60","26"
"99",37.451,127.046,3.85,240.23,"60","26"
"92",37.469,127.047,3.02,259.56,"60","26"
"90",37.46,127.047,3.26,246.51,"60","26"
"172",37.479,127.047,3.06,262.25,"60","26"
"94",37.432,127.058,4.67,262.91,"60","26"
"100",37.451,127.058,3.56,247.31,"60","26"
"97",37.442,127.058,4.17,255.33,"60","26"
"91",37.46,127.058,3.19,250.89,"60","26"
"93",37.469,127.058,3.27,264.95,"60","26"
"204",37.479,127.059,3.24,256.73,"60","26"
"163",37.488,127.001,3.23,260.62,"60","26"
"196",37.488,127.024,3.36,263.45,"60","26"
"195",37.488,127.012,3.36,258.89,"60","26"
"206",37.488,127.059,3.04,258.02,"60","26"
"162",37.488,126.989,3.16,266.12,"60","26"
"197",37.488,127.035,3.22,268.09,"60","26"
"208",37.497,127.059,3.12,268.14,"60","26"
"184",37.497,127.012,3.27,269.41,"60","26"
"185",37.497,127.024,3.26,268.52,"60","26"
"126",37.498,126.978,3.31,276.91,"60","26"
"164",37.498,126.989,3.22,276.67,"60","26"
"165",37.498,127.001,3.25,273.32,"60","26"
"124",37.498,126.966,3.41,274.02,"60","26"
"95",37.432,127.069,4.03,270.84,"60","26"
"98",37.442,127.07,3.8,267.63,"60","26"
"199",37.451,127.081,3.75,261.97,"60","26"
"101",37.451,127.07,3.5,252.39,"60","26"
"201",37.46,127.093,3.53,256.03,"60","26"
"102",37.46,127.07,3.25,249.8,"60","26"
"200",37.46,127.081,3.4,249.41,"60","26"
"224",37.459,127.116,3.14,267.63,"60","26"
"181",37.469,127.105,3.24,262.69,"60","26"
"225",37.469,127.117,3.14,265.89,"60","26"
"203",37.469,127.082,3.31,265.36,"60","26"
"180",37.469,127.093,3.29,261.98,"60","26"
"202",37.469,127.07,3.44,268.33,"60","26"
"254",37.478,127.128,2.99,264.92,"60","26"
"253",37.478,127.117,3.1,266.42,"60","26"
"183",37.478,127.105,3.22,267.17,"60","26"
"226",37.478,127.082,3.45,268.13,"60","26"
"205",37.478,127.07,3.49,262.29,"60","26"
"182",37.478,127.093,3.37,269.22,"60","26"
"228",37.487,127.094,3.36,260.75,"60","26"
"232",37.487,127.105,3.22,263.55,"60","26"
"248",37.487,127.117,3.07,266.18,"60","26"
"249",37.487,127.128,2.96,266.32,"60","26"
"227",37.488,127.082,3.31,256.75,"60","26"
"207",37.488,127.07,3.17,254.62,"60","26"
"252",37.496,127.129,2.92,263.6,"60","26"
"250",37.496,127.105,3.13,259.71,"60","26"
"251",37.496,127.117,3.05,263.83,"60","26"
"209",37.497,127.071,3.12,262,"60","26"
"230",37.497,127.094,3.16,255.58,"60","26"
"229",37.497,127.082,3.13,256.19,"60","26"
"255",37.469,127.128,3.01,264.52,"60","26"
"256",37.478,127.14,2.89,259.17,"60","26"
"257",37.487,127.14,2.89,259.71,"60","26"
"265",37.487,127.152,2.84,226.12,"60","26"
"266",37.496,127.14,2.87,257.83,"60","26"
"267",37.496,127.152,2.79,236.07,"60","26"
"246",37.506,127.105,3.1,264.4,"60","26"
"220",37.506,127.094,3.14,266.06,"60","26"
"219",37.506,127.082,3.13,268.91,"60","26"
"211",37.506,127.071,3.12,271.65,"60","26"
"233",37.515,127.106,3.09,267.73,"60","26"
"223",37.515,127.094,3.13,271.05,"60","26"
"221",37.515,127.071,3.14,275.24,"60","26"
"222",37.515,127.082,3.14,273.7,"60","26"
"235",37.524,127.083,3.16,277.29,"60","26"
"237",37.524,127.106,3.12,274.16,"60","26"
"236",37.524,127.094,3.14,275.99,"60","26"
"234",37.525,127.071,3.17,278.46,"60","26"
"241",37.533,127.106,3.11,277.48,"60","26"
"238",37.534,127.071,3.14,280.74,"60","26"
"353",37.543,127.071,3.09,280.5,"60","26"
"340",37.552,127.071,3.01,281.91,"60","26"
"343",37.561,127.072,2.96,284.33,"60","26"
"189",37.507,127.024,3.24,279.26,"60","26"
"188",37.507,127.012,3.3,281.22,"60","26"
"186",37.507,126.989,3.36,284.35,"60","26"
"187",37.507,127.001,3.35,283.52,"60","26"
"127",37.507,126.978,3.33,280.9,"60","26"
"125",37.507,126.966,3.41,276.28,"60","26"
"192",37.516,127.013,3.3,286.15,"60","26"
"193",37.516,127.024,3.22,283.26,"60","26"
"191",37.516,127.001,3.37,288.86,"60","26"
"190",37.516,126.989,3.41,289.69,"60","26"
"177",37.525,127.059,3.15,278.3,"60","26"
"212",37.525,127.013,3.28,291.9,"60","26"
"176",37.525,127.048,3.12,277.85,"60","26"
"214",37.525,127.036,3.15,280.33,"60","26"
"213",37.525,127.024,3.22,285.59,"60","26"
"217",37.534,127.025,3.18,290.76,"60","26"
"333",37.534,127.048,3.18,280.88,"60","26"
"218",37.534,127.036,3.18,283.94,"60","26"
"216",37.534,127.013,3.19,299.07,"60","26"
"337",37.534,127.059,3.15,281.48,"60","26"
"554",37.535,126.99,3.26,303,"60","26"
"556",37.535,126.978,3.29,298.69,"60","26"
"560",37.535,126.966,3.34,296.57,"60","26"
"562",37.525,126.978,3.38,292.16,"60","26"
"564",37.526,126.966,3.43,288.95,"60","26"
"565",37.516,126.966,3.4,280.61,"60","26"
"566",37.516,126.978,3.4,286.87,"60","26"
"567",37.525,127.001,3.32,295.53,"60","26"
"568",37.534,127.001,3.22,303.19,"60","26"
"570",37.525,126.99,3.35,295.13,"60","26"
"476",37.655,126.945,2.98,162.88,"60","26"
"479",37.544,126.943,3.42,307.83,"60","26"
"481",37.581,126.944,3.57,334.09,"60","26"
"477",37.572,126.944,3.47,334.6,"60","26"
"459",37.618,126.944,3.69,0.15,"60","26"
"474",37.646,126.945,3.16,142.18,"60","26"
"461",37.627,126.945,3.88,16.72,"60","26"
"471",37.637,126.945,3.54,88.73,"60","26"
"478",37.572,126.955,3.49,322.93,"60","26"
"482",37.581,126.955,3.69,318.86,"60","26"
"484",37.59,126.956,3.66,315,"60","26"
"472",37.636,126.956,4.26,0.6,"60","26"
"475",37.646,126.956,3.65,127.12,"60","26"
"468",37.627,126.956,4.56,346.43,"60","26"
"4",37.581,126.967,3.43,314.06,"60","26"
"3",37.59,126.967,3.56,315.48,"60","26"
"485",37.563,126.943,3.37,325.48,"60","26"
"486",37.553,126.943,3.33,317.39,"60","26"
"493",37.599,126.956,3.46,326.25,"60","26"
"494",37.609,126.956,3.47,339.64,"60","26"
"497",37.544,126.955,3.31,305.29,"60","26"
"541",37.618,126.956,3.97,343.6,"60","26"
"544",37.599,126.967,3.6,324.27,"60","26"
"247",37.506,127.117,3.03,263.72,"60","26"
"260",37.515,127.117,3.02,265.05,"60","26"
"245",37.542,127.118,3.03,282.4,"60","26"
"243",37.533,127.118,3.05,276.22,"60","26"
"242",37.524,127.118,3.05,271.62,"60","26"
"302",37.552,127.118,2.96,294.71,"60","26"
"304",37.561,127.13,2.94,292.36,"60","26"
"258",37.505,127.129,2.93,262.02,"60","26"
"261",37.515,127.129,2.94,263.45,"60","26"
"259",37.505,127.14,2.87,258.61,"60","26"
"454",37.618,126.909,3.19,298.2,"60","26"
"456",37.628,126.91,3.29,293.88,"60","26"
"457",37.627,126.921,3.27,308.07,"60","26"
"460",37.627,126.933,3.31,24.08,"60","26"
"469",37.637,126.921,3.3,269.69,"60","26"
"470",37.637,126.933,3.25,141.84,"60","26"
"473",37.646,126.933,3.03,203.09,"60","26"
"487",37.563,126.92,3.44,309.65,"60","26"
"488",37.563,126.932,3.38,322.88,"60","26"
"489",37.572,126.92,3.38,311.21,"60","26"
"490",37.572,126.932,3.32,333.56,"60","26"
"491",37.581,126.921,3.32,314.62,"60","26"
"492",37.581,126.932,3.34,336.59,"60","26"
"499",37.554,126.932,3.42,314.7,"60","26"
"502",37.554,126.92,3.5,307.49,"60","26"
"332",37.544,127.013,3.17,299.17,"60","26"
"331",37.543,127.025,3.1,294.57,"60","26"
"330",37.553,127.025,3.02,298.17,"60","26"
"334",37.543,127.036,3.13,290.36,"60","26"
"326",37.553,127.036,3.03,295.97,"60","26"
"549",37.553,127.002,3.36,301.87,"60","26"
"550",37.553,127.013,3.17,297.77,"60","26"
"555",37.544,126.99,3.23,312.2,"60","26"
"569",37.544,127.001,3.27,306.12,"60","26"
"571",37.562,127.037,2.95,297.09,"60","26"
"339",37.552,127.06,3.01,284.73,"60","26"
